,Unnamed: 0,Unnamed: 0.1,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENaN N+ NITRITENaNN (mg/l),TOTAL COLIFORM (MPN/100ml)Mean,year,npH,nD.O. (mg/l),nTOTAL COLIFORM (MPN/100ml)Mean,nB.O.D. (mg/l),nCONDUCTIVITY (µmhos/cm),nNITRATENaN N+ NITRITENaNN (mg/l),wph,wdo,wbdo,wec,wna,wco,wqi,new_WQI,new_WQI_fishes
248,248,248,RIVER DHADAR AT KOTHADA,GUJARAT,26.21,6.4,7.3,506.0,6.94,6.0,227.0,2013,100,100,60,60,0,100,16.5,28.1,14.04,0.0,2.8000000000000003,16.860000000000007,78.3,2,1
249,249,249,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",GUJARAT,24.5,6.0,7.7,1863.0,8.6,1.0,1183.0,2013,100,100,40,60,0,100,16.5,28.1,14.04,0.0,2.8000000000000003,11.240000000000002,72.68,2,1
250,250,250,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,GUJARAT,26.21,6.4,7.3,24300.0,6.94,7.0,24.0,2013,100,100,80,60,0,100,16.5,28.1,14.04,0.0,2.8000000000000003,22.480000000000004,83.92,2,1
251,251,251,"KOLAK AT PATALIA BDG., GUJARAT",GUJARAT,27.5,5.3,7.8,817.0,2.8,1.0,23.0,2013,100,80,80,100,0,100,16.5,22.480000000000004,23.4,0.0,2.8000000000000003,22.480000000000004,87.66000000000004,2,1
252,252,252,"BHADAR V/S JETPUR VILL. A/C OF W. WATER FROM JETPUR CITY, GUJARAT",GUJARAT,28.3,4.3,7.8,2307.0,103.8,1.23,1817.0,2013,100,60,40,40,0,100,16.5,16.860000000000007,9.36,0.0,2.8000000000000003,11.240000000000002,56.76,3,2
253,253,253,BALEHWAR KHADI AT N.H. NO 8,GUJARAT,28.4,4.5,8.3,1287.0,1.5,11.0,5.0,2013,100,60,100,100,0,100,16.5,16.860000000000007,23.4,0.0,2.8000000000000003,28.1,87.66,2,1
254,254,254,TRIVENI SANGAM,GUJARAT,26.21,6.4,7.3,180.0,6.94,1.66,2.0,2013,100,100,100,60,60,100,16.5,28.1,14.04,0.5399999999999999,2.8000000000000003,28.1,90.08,1,1
255,255,255,"AMBIKA AT BILIMORA, GUJARAT",GUJARAT,27.6,6.8,8.2,1862.0,2.5,0.87,64.0,2013,100,100,60,100,0,100,16.5,28.1,23.4,0.0,2.8000000000000003,16.860000000000007,87.66,2,1
256,256,256,"UPSTREAM OF RIVER VISHWAMITRI AT ASOD BRIDGE AT N.H. 8 , NEAR GLDEN CHOKDI, ASOD VEMALI ROAD",GUJARAT,26.21,5.0,8.0,180.0,0.7,1.66,393.0,2013,100,60,60,100,60,100,16.5,16.860000000000007,23.4,0.5399999999999999,2.8000000000000003,16.860000000000007,76.96000000000002,2,1
257,257,257,"DOWNSTREAM OF RIVER VISHWAMITRI AT KHALIPUR VILLAGE, BEFORE MEETING JAMBUVA RIVER",GUJARAT,26.21,3.0,7.7,180.0,0.4,1.66,393.0,2013,100,40,60,100,60,100,16.5,11.240000000000002,23.4,0.5399999999999999,2.8000000000000003,16.860000000000007,71.34,2,1
258,258,258,KAVERI ON BRIDGE AT BILLIMORANaNVALSAD ROAD,GUJARAT,27.0,6.7,8.1,2520.0,7.2,1.0,41.0,2013,100,100,80,60,0,100,16.5,28.1,14.04,0.0,2.8000000000000003,22.480000000000004,83.92,2,1
259,259,259,RIVER BHOGAVO D/S OF SURENDRANAGAR,GUJARAT,29.0,8.2,8.4,606.0,2.9,1.66,393.0,2013,100,100,60,100,0,100,16.5,28.1,23.4,0.0,2.8000000000000003,16.860000000000007,87.66,2,1
505,505,507,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT,28.0,7.2,7.4,319.0,0.7,0.18,10.0,2012,100,100,80,100,0,100,16.5,28.1,23.4,0.0,2.8000000000000003,22.480000000000004,93.28,1,1
506,506,508,RIVER DHADAR AT KOTHADA,GUJARAT,27.0,6.2,8.4,894.0,9.0,0.38,350.0,2012,100,100,60,60,0,100,16.5,28.1,14.04,0.0,2.8000000000000003,16.860000000000007,78.3,2,1
507,507,509,AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESHWAR,GUJARAT,30.0,2.2,8.0,1835.0,17.9,0.86,25478.0,2012,100,0,0,60,0,100,16.5,0.0,14.04,0.0,2.8000000000000003,0.0,33.34,4,3
508,508,510,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,GUJARAT,31.0,2.0,7.7,3165.0,32.3,3.44,15173.0,2012,100,0,0,60,0,100,16.5,0.0,14.04,0.0,2.8000000000000003,0.0,33.34,4,3
509,509,511,KOLAK AT PATALIA BDG,GUJARAT,29.0,2.4,7.6,1500.0,6.2,1.31,13.0,2012,100,0,80,60,0,100,16.5,0.0,14.04,0.0,2.8000000000000003,22.480000000000004,55.82,3,2
805,805,807,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT,27.6,7.1,7.3,212.0,1.4,0.84,6.0,2011,100,100,80,100,60,100,16.5,28.1,23.4,0.5399999999999999,2.8000000000000003,22.480000000000004,93.82,1,1
806,806,808,DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT,28.2,5.0,8.3,12771.0,4.1,1.48,30.0,2011,100,60,80,80,0,100,16.5,16.860000000000007,18.72,0.0,2.8000000000000003,22.480000000000004,77.36,2,1
807,807,809,BALEHWAR KHADI AT N.H. NO. 8,GUJARAT,28.0,6.7,8.0,304.0,1.5,0.18,3550.0,2011,100,100,40,100,0,100,16.5,28.1,23.4,0.0,2.8000000000000003,11.240000000000002,82.03999999999998,2,1
808,808,810,PURNA ON BRIDGE AT SURATNaNNAVSARI HIGHWAY,GUJARAT,28.5,5.8,7.7,1315.0,2.5,0.22,6800.0,2011,100,80,40,100,0,100,16.5,22.480000000000004,23.4,0.0,2.8000000000000003,11.240000000000002,76.42000000000002,2,1
809,809,811,KAVERI ON BRIDGE AT BILLIMORANaNVALSAD ROAD,GUJARAT,29.5,5.9,7.6,36593.0,3.9,0.07,3200.0,2011,100,80,40,80,0,100,16.5,22.480000000000004,18.72,0.0,2.8000000000000003,11.240000000000002,71.74000000000002,2,1
810,810,812,DHADAR AT KOTHADA,GUJARAT,27.0,7.6,7.7,1291.0,10.0,0.34,77.0,2011,100,100,60,60,0,100,16.5,28.1,14.04,0.0,2.8000000000000003,16.860000000000007,78.3,2,1
811,811,813,AMBIKA AT BILIMORA,GUJARAT,29.5,6.0,7.7,18865.0,3.6,3.12,2450.0,2011,100,100,40,80,0,100,16.5,28.1,18.72,0.0,2.8000000000000003,11.240000000000002,77.36000000000001,2,1
812,812,814,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD",GUJARAT,27.0,4.3,8.4,605.0,6.5,1.68,15.0,2011,100,60,80,60,0,100,16.5,16.860000000000007,14.04,0.0,2.8000000000000003,22.480000000000004,72.68,2,1
813,813,815,KOLAK AT PATALIA BDG.,GUJARAT,26.7,3.7,8.2,600.0,4.3,1.66,20.0,2011,100,40,80,80,0,100,16.5,11.240000000000002,18.72,0.0,2.8000000000000003,22.480000000000004,71.74000000000002,2,1
814,814,816,MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN,GUJARAT,27.0,4.6,7.2,729.0,4.0,0.33,2300.0,2011,100,60,40,80,0,100,16.5,16.860000000000007,18.72,0.0,2.8000000000000003,11.240000000000002,66.12,3,1
815,815,817,"TRIVENI SANGAM, NR. SOMNATH TEMPLE, VERAVAL, DIST. JUNAGADH.",GUJARAT,26.8,6.2,8.4,2670.0,1.3,0.24,393.0,2011,100,100,60,100,0,100,16.5,28.1,23.4,0.0,2.8000000000000003,16.860000000000007,87.66,2,1
1035,1035,1037,BALEHWAR KHADI AT N.H. NO. 8,GUJARAT,26.0,5.1,8.1,533.0,3.7,0.45,7500.0,2010,100,80,40,80,0,100,16.5,22.480000000000004,18.72,0.0,2.8000000000000003,11.240000000000002,71.74000000000002,2,1
1036,1036,1038,RIVER PURNA ON BRIDGE AT SURATNaNNAVSARI HIGHWAY,GUJARAT,27.0,7.1,8.0,555.0,2.0,0.35,15000.0,2010,100,100,0,100,0,100,16.5,28.1,23.4,0.0,2.8000000000000003,0.0,70.8,2,1
1037,1037,1039,RIVER KAVERI ON BRIDGE AT BILLIMORANaNVALSAD ROAD,GUJARAT,27.0,6.8,8.2,26600.0,3.1,0.62,23000.0,2010,100,100,0,80,0,100,16.5,28.1,18.72,0.0,2.8000000000000003,0.0,66.12,3,1
1038,1038,1040,RIVER DHADAR AT KOTHADA,GUJARAT,29.3,8.1,7.6,938.0,8.6,0.4,108.0,2010,100,100,60,60,0,100,16.5,28.1,14.04,0.0,2.8000000000000003,16.860000000000007,78.3,2,1
1039,1039,1041,"AMBIKA AT BILIMORA, ",GUJARAT,28.4,6.2,7.8,7778.0,2.7,0.26,6581.0,2010,100,100,40,100,0,100,16.5,28.1,23.4,0.0,2.8000000000000003,11.240000000000002,82.03999999999998,2,1
1040,1040,1042,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,",GUJARAT,32.0,6.4,7.2,1440.0,46.0,0.2,330.0,2010,100,100,60,60,0,100,16.5,28.1,14.04,0.0,2.8000000000000003,16.860000000000007,78.3,2,1
1041,1041,1043,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, ",GUJARAT,28.3,3.2,7.7,885.0,6.3,0.51,9575.0,2010,100,40,40,60,0,100,16.5,11.240000000000002,14.04,0.0,2.8000000000000003,11.240000000000002,55.82,3,2
29,29,29,"AMBA RIVER AT D/S OF WAKEN BRIDGENaNU/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,25.1,6.6,7.8,95.0,4.9,0.2,36.0,2014,100,100,80,80,80,100,16.5,28.1,18.72,0.72,2.8000000000000003,22.480000000000004,89.32000000000002,2,1
30,30,30,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",MAHARASHTRA,29.6,6.9,7.9,99.0,5.0,0.4,34.0,2014,100,100,80,80,80,100,16.5,28.1,18.72,0.72,2.8000000000000003,22.480000000000004,89.32000000000002,2,1
31,31,31,"BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,27.4,6.8,7.7,85.0,5.2,0.3,23.0,2014,100,100,80,80,80,100,16.5,28.1,18.72,0.72,2.8000000000000003,22.480000000000004,89.32000000000002,2,1
32,32,32,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,27.8,6.7,7.8,80.0,4.9,0.3,29.0,2014,100,100,80,80,80,100,16.5,28.1,18.72,0.72,2.8000000000000003,22.480000000000004,89.32000000000002,2,1
33,33,33,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,30.6,5.1,7.3,3937.0,10.3,1.8,83.0,2014,100,80,60,60,0,100,16.5,22.480000000000004,14.04,0.0,2.8000000000000003,16.860000000000007,72.68,2,1
34,34,34,"KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.",MAHARASHTRA,25.0,5.6,7.9,468.0,3.6,1.9,164.0,2014,100,80,60,80,0,100,16.5,22.480000000000004,18.72,0.0,2.8000000000000003,16.860000000000007,77.36,2,1
35,35,35,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA,25.0,6.4,7.6,541.0,5.7,0.6,45.0,2014,100,100,80,80,0,100,16.5,28.1,18.72,0.0,2.8000000000000003,22.480000000000004,88.60000000000002,2,1
36,36,36,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,25.0,5.5,7.4,6166.0,7.7,1.1,67.0,2014,100,80,60,60,0,100,16.5,22.480000000000004,14.04,0.0,2.8000000000000003,16.860000000000007,72.68,2,1
37,37,37,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,25.3,5.3,7.7,24062.0,9.9,1.2,304.0,2014,100,80,60,60,0,100,16.5,22.480000000000004,14.04,0.0,2.8000000000000003,16.860000000000007,72.68,2,1
38,38,38,"KUNDALIKA RIVER AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATIONNaNSWEET ZONE), ROHA",MAHARASHTRA,25.1,6.7,7.6,83.0,4.8,0.2,76.0,2014,100,100,60,80,80,100,16.5,28.1,18.72,0.72,2.8000000000000003,16.860000000000007,83.7,2,1
39,39,39,MITHI RIVER,MAHARASHTRA,26.1,3.6,7.4,4424.0,31.3,2.2,474.0,2014,100,40,60,60,0,100,16.5,11.240000000000002,14.04,0.0,2.8000000000000003,16.860000000000007,61.44,3,1
40,40,40,"MUCHKUNDI RIVER AT  WAKED,RATNAGIRI, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNAGIRI.",MAHARASHTRA,21.4,7.2,7.7,226.0,3.1,0.8,130.0,2014,100,100,60,80,40,100,16.5,28.1,18.72,0.36,2.8000000000000003,16.860000000000007,83.34,2,1
41,41,41,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA,27.4,5.9,7.4,268.0,6.4,0.4,68.0,2014,100,80,60,60,40,100,16.5,22.480000000000004,14.04,0.36,2.8000000000000003,16.860000000000007,73.04,2,1
42,42,42,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,27.1,5.4,7.5,2413.0,7.4,1.5,116.0,2014,100,80,60,60,0,100,16.5,22.480000000000004,14.04,0.0,2.8000000000000003,16.860000000000007,72.68,2,1
43,43,43,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",MAHARASHTRA,27.2,5.8,7.3,384.0,5.4,0.6,78.0,2014,100,80,60,80,0,100,16.5,22.480000000000004,18.72,0.0,2.8000000000000003,16.860000000000007,77.36,2,1
44,44,44,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA,27.3,5.9,7.4,269.0,5.1,1.2,60.0,2014,100,80,60,80,40,100,16.5,22.480000000000004,18.72,0.36,2.8000000000000003,16.860000000000007,77.72,2,1
45,45,45,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",MAHARASHTRA,27.0,6.0,7.3,269.0,8.5,0.4,58.0,2014,100,100,60,60,40,100,16.5,28.1,14.04,0.36,2.8000000000000003,16.860000000000007,78.66,2,1
46,46,46,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",MAHARASHTRA,27.2,6.1,7.3,196.0,6.1,0.5,63.0,2014,100,100,60,60,60,100,16.5,28.1,14.04,0.5399999999999999,2.8000000000000003,16.860000000000007,78.84,2,1
47,47,47,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",MAHARASHTRA,27.0,5.9,7.4,269.0,6.4,0.4,47.0,2014,100,80,80,60,40,100,16.5,22.480000000000004,14.04,0.36,2.8000000000000003,22.480000000000004,78.66,2,1
48,48,48,"PEHLAR DAM ON PEHLAR RIVER INLET OF WATER WORKS, VASAI, THANE.",MAHARASHTRA,22.6,6.3,7.8,223.0,4.6,0.9,32.0,2014,100,100,80,80,60,100,16.5,28.1,18.72,0.5399999999999999,2.8000000000000003,22.480000000000004,89.14000000000001,2,1
49,49,49,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA,28.4,6.7,7.3,9293.0,3.5,1.8,393.0,2014,100,100,60,80,0,100,16.5,28.1,18.72,0.0,2.8000000000000003,16.860000000000007,82.98,2,1
50,50,50,"SAVITRI RIVER JACKWELL AT UPSA KENDRE, NaNGALWADI, MAHAD, RAIGAD",MAHARASHTRA,28.0,6.8,7.2,170.0,3.1,1.4,393.0,2014,100,100,60,80,60,100,16.5,28.1,18.72,0.5399999999999999,2.8000000000000003,16.860000000000007,83.52000000000002,2,1
51,51,51,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",MAHARASHTRA,27.6,6.8,7.3,4175.0,3.3,1.6,393.0,2014,100,100,60,80,0,100,16.5,28.1,18.72,0.0,2.8000000000000003,16.860000000000007,82.98,2,1
52,52,52,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",MAHARASHTRA,27.9,6.9,7.3,4282.0,3.3,1.6,393.0,2014,100,100,60,80,0,100,16.5,28.1,18.72,0.0,2.8000000000000003,16.860000000000007,82.98,2,1
53,53,53,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,28.1,6.9,7.3,5551.0,3.4,1.7,393.0,2014,100,100,60,80,0,100,16.5,28.1,18.72,0.0,2.8000000000000003,16.860000000000007,82.98,2,1
54,54,54,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,27.1,6.8,7.9,5390.0,4.9,0.8,28.0,2014,100,100,80,80,0,100,16.5,28.1,18.72,0.0,2.8000000000000003,22.480000000000004,88.60000000000002,2,1
55,55,55,"SURYA RIVER AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE",MAHARASHTRA,27.6,6.6,8.1,161.0,4.6,0.3,32.0,2014,100,100,80,80,60,100,16.5,28.1,18.72,0.5399999999999999,2.8000000000000003,22.480000000000004,89.14000000000001,2,1
56,56,56,"SURYA RIVER AT INTAKE OF VASAINaNVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",MAHARASHTRA,27.3,6.7,8.0,138.0,5.0,0.3,33.0,2014,100,100,80,80,80,100,16.5,28.1,18.72,0.72,2.8000000000000003,22.480000000000004,89.32000000000002,2,1
57,57,57,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA,27.8,6.7,7.8,81.0,4.9,0.3,35.0,2014,100,100,80,80,80,100,16.5,28.1,18.72,0.72,2.8000000000000003,22.480000000000004,89.32000000000002,2,1
58,58,58,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",MAHARASHTRA,28.0,5.9,7.7,194.0,5.5,0.6,51.0,2014,100,80,60,80,60,100,16.5,22.480000000000004,18.72,0.5399999999999999,2.8000000000000003,16.860000000000007,77.9,2,1
59,59,59,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",MAHARASHTRA,28.1,6.3,7.6,186.0,4.6,0.6,31.0,2014,100,100,80,80,60,100,16.5,28.1,18.72,0.5399999999999999,2.8000000000000003,22.480000000000004,89.14000000000001,2,1
60,60,60,ULHAS RIVER ATJAMBHUL WATER WORKS.,MAHARASHTRA,28.6,6.6,7.6,207.0,4.7,0.7,31.0,2014,100,100,80,80,60,100,16.5,28.1,18.72,0.5399999999999999,2.8000000000000003,22.480000000000004,89.14000000000001,2,1
61,61,61,"VAITARNA RIVER NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE.",MAHARASHTRA,26.9,6.8,7.7,85.0,5.0,0.4,34.0,2014,100,100,80,80,80,100,16.5,28.1,18.72,0.72,2.8000000000000003,22.480000000000004,89.32000000000002,2,1
62,62,62,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,23.0,7.1,7.4,176.0,2.7,0.9,30.0,2014,100,100,80,100,60,100,16.5,28.1,23.4,0.5399999999999999,2.8000000000000003,22.480000000000004,93.82,1,1
63,63,63,"VASHISHTI RIVER AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL, KHERDI, RATNAGIRI",MAHARASHTRA,23.0,7.0,7.4,178.0,2.7,0.9,40.0,2014,100,100,80,100,60,100,16.5,28.1,23.4,0.5399999999999999,2.8000000000000003,22.480000000000004,93.82,1,1
64,64,64,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",MAHARASHTRA,23.0,7.2,7.2,180.0,2.7,1.0,70.0,2014,100,100,60,100,60,100,16.5,28.1,23.4,0.5399999999999999,2.8000000000000003,16.860000000000007,88.2,2,1
288,288,289,"AMBA RIVER AT D/S OF WAKEN BRIDGENaNU/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",MAHARASHTRA,26.7,6.9,7.7,121.0,3.3,1.0,163.0,2013,100,100,60,80,80,100,16.5,28.1,18.72,0.72,2.8000000000000003,16.860000000000007,83.7,2,1
289,289,290,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",MAHARASHTRA,29.3,7.2,8.2,112.0,3.3,1.0,94.0,2013,100,100,60,80,80,100,16.5,28.1,18.72,0.72,2.8000000000000003,16.860000000000007,83.7,2,1
290,290,291,"BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,28.0,6.9,7.7,103.0,3.7,0.57,103.0,2013,100,100,60,80,80,100,16.5,28.1,18.72,0.72,2.8000000000000003,16.860000000000007,83.7,2,1
291,291,292,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",MAHARASHTRA,28.2,6.9,7.6,104.0,3.5,0.75,79.0,2013,100,100,60,80,80,100,16.5,28.1,18.72,0.72,2.8000000000000003,16.860000000000007,83.7,2,1
292,292,293,"KALU AT ATALE VILLAGE, MAHARASHTRA",MAHARASHTRA,26.5,6.4,7.4,1003.0,4.3,2.89,753.0,2013,100,100,40,80,0,100,16.5,28.1,18.72,0.0,2.8000000000000003,11.240000000000002,77.36000000000001,2,1
293,293,294,"KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.",MAHARASHTRA,20.7,6.3,8.3,408.0,2.7,1.58,157.0,2013,100,100,60,100,0,100,16.5,28.1,23.4,0.0,2.8000000000000003,16.860000000000007,87.66,2,1
294,294,295,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA,27.2,6.7,7.8,105.0,3.6,1.0,89.0,2013,100,100,60,80,80,100,16.5,28.1,18.72,0.72,2.8000000000000003,16.860000000000007,83.7,2,1
295,295,296,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,27.5,6.3,7.6,209.0,4.4,1.86,98.0,2013,100,100,60,80,60,100,16.5,28.1,18.72,0.5399999999999999,2.8000000000000003,16.860000000000007,83.52000000000002,2,1
296,296,297,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,26.0,5.9,7.6,13768.0,5.0,1.79,300.0,2013,100,80,60,80,0,100,16.5,22.480000000000004,18.72,0.0,2.8000000000000003,16.860000000000007,77.36,2,1
297,297,298,"KUNDALIKA RIVER AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATIONNaNSWEET ZONE), ROHA",MAHARASHTRA,26.5,7.3,7.7,86.0,3.2,1.0,93.0,2013,100,100,60,80,80,100,16.5,28.1,18.72,0.72,2.8000000000000003,16.860000000000007,83.7,2,1
298,298,299,MITHI RIVER,MAHARASHTRA,27.0,3.6,7.4,6487.0,30.5,1.5,745.0,2013,100,40,40,60,0,100,16.5,11.240000000000002,14.04,0.0,2.8000000000000003,11.240000000000002,55.82,3,2
299,299,300,"MUCHKUNDI RIVER AT  WAKED,RATNAGIRI, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNAGIRI.",MAHARASHTRA,27.3,6.3,8.3,999.0,3.3,1.78,112.0,2013,100,100,60,80,0,100,16.5,28.1,18.72,0.0,2.8000000000000003,16.860000000000007,82.98,2,1
300,300,301,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA,28.7,7.2,7.7,125.0,3.3,1.0,89.0,2013,100,100,60,80,80,100,16.5,28.1,18.72,0.72,2.8000000000000003,16.860000000000007,83.7,2,1
301,301,302,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,28.4,7.1,7.5,127.0,3.4,4.4,63.0,2013,100,100,60,80,80,100,16.5,28.1,18.72,0.72,2.8000000000000003,16.860000000000007,83.7,2,1
302,302,303,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",MAHARASHTRA,28.7,7.1,7.4,5300.0,38.0,1.0,667.0,2013,100,100,40,60,0,100,16.5,28.1,14.04,0.0,2.8000000000000003,11.240000000000002,72.68,2,1
303,303,304,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA,28.7,7.2,7.6,127.0,3.2,1.0,51.0,2013,100,100,60,80,80,100,16.5,28.1,18.72,0.72,2.8000000000000003,16.860000000000007,83.7,2,1
304,304,305,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",MAHARASHTRA,28.7,7.0,7.6,126.0,3.3,1.0,63.0,2013,100,100,60,80,80,100,16.5,28.1,18.72,0.72,2.8000000000000003,16.860000000000007,83.7,2,1
305,305,306,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",MAHARASHTRA,28.7,7.2,7.6,126.0,3.4,1.89,64.0,2013,100,100,60,80,80,100,16.5,28.1,18.72,0.72,2.8000000000000003,16.860000000000007,83.7,2,1
306,306,307,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",MAHARASHTRA,28.7,7.1,7.8,112.0,3.2,0.63,88.0,2013,100,100,60,80,80,100,16.5,28.1,18.72,0.72,2.8000000000000003,16.860000000000007,83.7,2,1
307,307,308,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA,29.3,6.8,7.7,9590.0,3.6,4.57,124.0,2013,100,100,60,80,0,100,16.5,28.1,18.72,0.0,2.8000000000000003,16.860000000000007,82.98,2,1
308,308,309,"SAVITRI RIVER JACKWELL AT UPSA KENDRE, NaNGALWADI, MAHAD, RAIGAD",MAHARASHTRA,28.3,6.8,7.4,174.0,3.7,2.26,124.0,2013,100,100,60,80,60,100,16.5,28.1,18.72,0.5399999999999999,2.8000000000000003,16.860000000000007,83.52000000000002,2,1
309,309,310,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",MAHARASHTRA,28.7,6.8,7.6,2572.0,3.3,4.22,118.0,2013,100,100,60,80,0,100,16.5,28.1,18.72,0.0,2.8000000000000003,16.860000000000007,82.98,2,1
310,310,311,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",MAHARASHTRA,29.2,6.7,7.8,6030.0,4.4,4.78,138.0,2013,100,100,60,80,0,100,16.5,28.1,18.72,0.0,2.8000000000000003,16.860000000000007,82.98,2,1
311,311,312,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,28.7,6.8,7.7,7207.0,3.9,4.25,120.0,2013,100,100,60,80,0,100,16.5,28.1,18.72,0.0,2.8000000000000003,16.860000000000007,82.98,2,1
312,312,313,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,27.2,6.8,8.1,167.0,3.8,1.0,85.0,2013,100,100,60,80,60,100,16.5,28.1,18.72,0.5399999999999999,2.8000000000000003,16.860000000000007,83.52000000000002,2,1
313,313,314,"SURYA RIVER AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE",MAHARASHTRA,27.2,6.8,8.0,173.0,3.5,1.0,98.0,2013,100,100,60,80,60,100,16.5,28.1,18.72,0.5399999999999999,2.8000000000000003,16.860000000000007,83.52000000000002,2,1
